,Unnamed: 0,T1,T2,N1,N2,CHI1,CHI2,WVSC
71,71,2038.2406693288324,1996.3380983854056,1.2167848636005236e-15,2.474680579162479e-15,4.737351131135855,9.380210718526593,246
72,72,3571.2993080069937,2375.058192198298,6.012142605280747e-16,2.0089020490282492e-14,186.85526214151585,398.459993199433,247
73,73,1904.3284716884136,1824.3444167302964,2.39461112754406e-15,2.3104085478004955e-15,2.7392903982698757,8.421804968999215,248
74,74,2597.645253122674,2343.2766522499714,1.0972814099156634e-15,1.5903501251252572e-14,24.73464686587877,71.15098803450799,249
75,75,2146.4850453645795,2014.0804613379296,1.768381854926617e-15,7.489225896627806e-15,12.079408293467193,12.514415705924108,250
76,76,2807.07692405978,1761.9428060864425,3.52412528455858e-16,9.4975697408131e-15,15.091013458115462,83.29161186574373,251
77,77,2249.8415207008866,2112.630201265502,1.903837554514365e-15,1.1410851636804282e-14,1.7899122026294,139.67909658448866,253
78,78,1877.5707316972932,1519.8243346309753,1.6252595664480642e-15,2.52071749913727e-14,9.673405367881305,110.35399478141022,256
79,79,2127.094072760384,2115.6634355561955,4.949372280770533e-15,3.4455492141414926e-14,2.6510238213088617,70.99267248910287,257
80,80,1860.4440283053548,1643.99455586406,1.4891585306337493e-15,4.664704179600039e-14,1.0488137059926506,143.0778906537934,260
81,81,1560.3965356160188,1546.8218456713682,9.638072095005616e-15,1.1384911346720376e-13,2.058251561568464,409.1006332935581,262
82,82,1656.331962733153,1525.222495781291,2.4531042983193133e-15,2.1027920402726024e-14,1.7167464274435749,21.858191680871165,263
83,83,1743.1650902018926,1722.90726147903,2.4404114911992203e-15,1.8679542136367292e-14,1.683267612831614,71.5867341459126,265
84,84,1809.5463208904407,1635.766229165882,2.5887016750311858e-15,2.8262422804694183e-14,1.850822923749473,77.10978324429051,266
85,85,2164.1921903090106,1994.9399770874315,9.588032174369126e-16,2.007582767612599e-15,1.8165873817354463,22.3753005491814,270
86,86,2546.969579431956,2391.8758131959444,1.0902869925214234e-14,3.2704382188177545e-14,315.9681955822237,434.84429181335065,275
87,87,4131.487278406103,2626.3734479842537,9.495161582864508e-15,1.4503220099505458e-13,12921.21212177826,42366.64065141404,322
88,88,2399.104678779712,2280.0505298833928,1.8899216111136447e-14,2.156374673192513e-13,900.9776516395276,3744.402521100478,323
89,89,2231.197031527337,2567.798465515444,1.2290701659519991e-14,1.0008302279960205e-13,45.48337525994964,1924.8782873548407,326
90,90,2934.923787019042,2613.555878226025,2.611516253230717e-15,7.735015237023378e-14,52.09240398339573,1276.4954355668806,329
91,91,2111.8057638681507,2523.686446910475,2.6744219507000792e-14,1.0773056237724093e-13,559.4270048652064,884.242625929817,333
