,WVSC,Z1,Y1,J1,H1,K1,Z2,Y2,J2,H2,K2
115,194.0,0.0,0.0,0.0,0.0,0.0,1.4096133365221697e-05,4.6921080013329926e-05,5.875239838026294e-05,0.00012568770607448542,0.00016620068140017004
116,196.0,0.0015828592484056058,0.0018774309037506414,0.002052746253003536,0.002236829002916614,0.002036793981491586,0.007202339681476447,0.010174493531142293,0.013656581473359599,0.01869359373495593,0.014967194417624416
117,201.0,6.802936947750517e-05,0.00013290907507885872,0.00020004503521721796,0.00018206857603478798,0.00018525439982021072,0.0003019896091347881,0.0004794176292908252,0.0006864093647451023,0.0009654771505201669,0.0008042624638632866
118,203.0,0.00030747519410452334,0.00025046316233535493,0.0003307758109347442,0.0004187257229767204,0.0003453177936713263,0.0005240940147402402,0.0007805846378895557,0.0011110632936885238,0.001407178529157397,0.001188798914884392
119,205.0,4.834282933365785e-05,7.506043807268544e-05,0.0001292637293948295,0.0001628502679447015,0.00016233347836145116,9.12326731428384e-05,0.00017817681851318794,0.00031183438371888315,0.000458788369710967,0.0004250801253755109
120,207.0,0.0016707919542493991,0.0026092290348627466,0.004115915609804245,0.005355012393979213,0.004904676764835952,0.002897573092267919,0.005149539573650188,0.008280199487832427,0.011487512580231202,0.010213965815306968
121,210.0,0.0003731460490718063,0.00017910628596251463,0.00023021380076773576,0.00027901841822001295,0.00029293920004885686,0.00015948931765415837,0.0002564091978293501,0.000349011068221375,0.0004094103334625672,0.0003354588084263234
122,211.0,8.0102241248503e-05,7.284618872704435e-05,0.00013960746508586563,0.00016764477775314585,0.00016702001653083235,0.00016331918348531918,0.000287467531711367,0.00041241912832519267,0.0005738109082424026,0.0004832390256585321
123,212.0,0.0011515920550547454,0.0007740826429789745,0.00134879117971848,0.0010336987659694298,0.0006582112597855339,0.01169767631815186,0.013067737441625314,0.014082391051545117,0.015909304712374943,0.01096441840571284
124,215.0,0.008001562515277416,0.006479958133994948,0.005658239515996736,0.00434667580708628,0.0028301126163638142,0.009794863768408836,0.009002003967264386,0.008108199017427863,0.0066880513669234564,0.004302653767317609
125,216.0,7.270316994255346e-05,8.918210345467895e-05,0.00011719886822095154,7.388256422579875e-05,0.00010625259889696406,0.00020366218555956824,0.00017375047478379666,0.00017139825655028296,0.00014756453716257957,7.630503572184318e-05
126,217.0,0.0005667967484459587,0.0004638490948850214,0.00033973329705208025,0.0002707616805999901,0.00018108926786994362,0.0011022619097480907,0.0011378347678450312,0.001016827305303182,0.0007762742852047252,0.0004919072234076852
127,219.0,0.00019919623283218247,0.00015368608899613792,0.00016670577126792654,0.00017566072964056195,0.00012810999795898314,0.0005334798249553948,0.0005369912386876179,0.0004990356824427101,0.0004165174491437794,0.0002609727728557956
128,221.0,0.00013891653857591856,0.00017756654151599224,0.0002363690393801151,0.00025186598884528895,0.00017692166853633878,0.00025654549928635906,0.0002974785116837794,0.00033137214575521543,0.00040565496884944227,0.0003153653684695625
129,222.0,0.00012822255764919152,0.0001324530613207203,0.00017308768400507024,0.00012275169680191607,8.20479341448148e-05,0.00031268424550026587,0.0003196759761533607,0.0003150550171453514,0.000349374175238236,0.00023812248164649407
130,223.0,0.0003415539925096795,0.00026001470090882646,0.00023517589562346895,0.00022907508246007536,0.00014571337409524318,0.00023547282818535306,0.00030649062869358664,0.0003287047651615595,0.00027444871392166067,0.00020333755633545985
131,224.0,0.0008738047439838148,0.0006615225305859943,0.0007340646332208937,0.0007887391767111202,0.0005347640125634772,0.002161732739459709,0.0025311413573538225,0.002931573586215475,0.0032281402882995774,0.002340618320387971
132,226.0,0.00018728284827970753,0.00016439762574050503,0.00015057790799442492,0.00014059691268499203,0.00014714299338067411,0.0008160365291584274,0.0009179909505565169,0.0010166681072319083,0.001000788716008863,0.000703103403140705
133,227.0,0.0002151553682394586,0.00029792927585790374,0.0003949771792704823,0.0004964866552199738,0.0004020358490943979,0.00024455807091654957,0.0003127427135110741,0.00041996200453525023,0.0005306981821469177,0.00040925915196079836
134,228.0,0.00024367266669434438,0.00017371476886275314,0.00014652276443742228,0.000250223937676892,0.00013657826471656902,0.001519361789102686,0.0016701658523490133,0.0017804820513307765,0.001737082319730059,0.0012591086282033993
135,230.0,9.29129961724285e-05,8.592964451753679e-05,0.0001429516822417754,0.00015301133588145849,0.00010936697087793554,3.950237431924089e-05,7.543039813410008e-05,7.16891778808101e-05,8.221199743176358e-05,4.3288087621324465e-05
136,231.0,0.0002768700348639563,0.00015840791107465274,0.00017021410846181317,0.00015195723361507486,0.00015468868293404655,0.00023396279448633517,0.0004011651518684216,0.0004003247121081084,0.00033806794991252966,0.00018779792958844254
137,232.0,0.0015513486539797967,0.0013599325509793376,0.0013656385198507525,0.0012107496747240081,0.0008168531027248653,0.0023010285118063496,0.002477440312020855,0.002553411441105517,0.0024012025727192425,0.0015965863060526508
138,233.0,0.0065303410276583845,0.005585050854197318,0.004958214081158176,0.0036479895120430286,0.002321046851369711,0.022008741017941383,0.02152470459945829,0.01937818956372502,0.01509416871475523,0.009908602355849828
139,234.0,0.00042239838432095596,0.0003589942923424702,0.0003509848142395529,0.0002867110978118023,0.00021793181834362744,0.0012771455662002355,0.0013207408177407897,0.00129412313158887,0.0011273116625553665,0.0007402942906525727
140,236.0,0.0003886176108839588,0.000351855579333532,0.0002627322754750181,0.00024288691759277335,0.00017021558634366094,0.0032620273650277786,0.003001688352310895,0.0026644084357420913,0.0020757545568895887,0.001291736704012518
141,237.0,0.0005626500342011669,0.0004206212181720771,0.00041784764324722485,0.0002870953106321798,0.00021790392414018352,0.0009800404476330738,0.0010627874074886257,0.0009282445328294326,0.0007049365033677202,0.0004317989679650301
142,238.0,0.00036474663818187973,0.00044428012480346836,0.0004344684771823283,0.00038734345839726986,0.00027407737482919694,0.0022802675135397328,0.002508492460184892,0.0028907118315167775,0.003047701297945854,0.002115265080607038
143,240.0,0.00032045689250208764,0.0003899081835397212,0.00045543152455046346,0.0005171939558138942,0.00033540092790521666,0.002091749144323635,0.0029448365856545333,0.0036757739870907475,0.0036884916105876407,0.003012800675182546
144,242.0,3.926815154377748e-05,8.857241724227183e-05,0.00010947166411027977,0.00014567654814701987,0.0001286160286268443,0.00011036699041879564,0.00018605253853858254,0.0002797218552320795,0.0003205472091178559,0.0002997174300149296
145,243.0,5.86050143328146e-05,6.347681654155835e-05,0.00010645602002973969,0.00010993815396036102,9.855091236044488e-05,0.0002813144236290815,0.00043807291235751274,0.0006579413778786618,0.0009079292340548887,0.0007772350907930472
146,244.0,0.00016179640140563943,0.00018329655014077755,0.0002211980022914468,0.00026977641234798974,0.0001813831362318571,0.00048363308167502283,0.0006316876701129398,0.000811043223517111,0.0009598964820052198,0.0007667383748336851
147,245.0,0.0007665810648803308,0.0007691279928127943,0.0006710833397943544,0.0006059131165861232,0.0004368538329358159,0.005236226207315944,0.0059763386657231375,0.006423119470516283,0.005770751857039825,0.004121592015374414
148,246.0,0.0001092961566171511,0.00015367732501883835,0.00017448957966240619,0.0001598061086634622,0.0001236758936980676,0.0001905629204852949,0.00025017966117058774,0.0003089965283146189,0.0002994718462241085,0.00022605806196560307
149,247.0,0.0016128355710452293,0.0009050699531643952,0.0008700549820248272,0.0005745547186602248,0.0004979750021411752,0.005061210495838842,0.006376341959905788,0.006065122822160071,0.004944491105630112,0.0033626711664489915
150,248.0,0.00013508531384141993,0.00017408219778777335,0.0002372298334277601,0.00022952101735709702,0.00017652907873296668,8.106347182966325e-05,0.00013519592452016838,0.00014505089070766035,0.00019122769930921747,0.00014897287526889613
151,249.0,0.0006269928877035459,0.0004225726704340377,0.000453743307670746,0.0004086829496255406,0.00024301316745575265,0.004057364266302756,0.004241266869024591,0.004278492746016106,0.0038245522630970872,0.002541953489850366
152,250.0,0.000290174148403424,0.0002494000351477403,0.0002773115065970432,0.0003130917410866089,0.0002472695514716028,0.0006724004570964035,0.0007733106654849414,0.0008973593659393999,0.0010006403235755196,0.0007002120817645414
153,251.0,0.00027797651606577777,0.00021835848941353128,0.0001713404299854373,0.00019187489989487918,0.00013549233814883703,0.000257731321157809,0.00042803176502313473,0.0006431395241834522,0.0006052834509041317,0.0004565298721286846
154,252.0,0.0007676378122390814,0.0006315327666027628,0.0006166444369803681,0.0005584099597084813,0.000392824348002569,0.003925628518482388,0.004145189601256658,0.004286018092598021,0.0038855240371922298,0.0026110212116618892
155,253.0,0.0003874938332811314,0.00037349313749840104,0.0004401191949805184,0.00040354761387803866,0.0002447785326753758,0.0012980373825036463,0.0017189593238763775,0.0019202633805832964,0.0017673932825155172,0.0013040252476749052
156,254.0,0.0005491455263218902,0.0005696269713012844,0.0005794334901122258,0.00048806165224441595,0.0003732154186354875,0.0007834231487048281,0.001046734165955071,0.001172098202710557,0.0011658975777005915,0.0008166756371039666
