,T1,T1ERR,T2,T2ERR,N1,N2,CHI1,CHI2,WVSC,BOLO1,BOLO2,DIST,DISTERR,BOLO1ABS,BOLO2ABS,SPEC1,SPEC2,MSQ1,MSQ2
61,2301.187544185072,0.00646763050822164,2139.789618748286,0.0010072559890430776,6.862101011386106e-16,5.928889917151624e-15,5.360131575507831,55.96857865323445,226,0.03455662283310502,0.22321456370395437,3.8214563908122128,[1.28226496],0.005046486418496463,0.03259720342415777,COLD,COLD,NOT_MSQ,NOT_MSQ
62,1782.0773239911894,0.000761657081172438,1803.396345334785,0.0005297819479609354,6.689862278792807e-15,6.622611355273358e-15,5.8340411864178865,20.738695284605154,227,0.12116673079123408,0.12579241188292875,0.9272781412957426,[0.20733835],0.001041845775060382,0.0010816194511403465,COLD,COLD,NOT_MSQ,NOT_MSQ
63,2225.8580757803957,0.015177651976810112,2170.3058969858157,0.0031982960077866175,9.895737301035224e-16,9.846097689944482e-15,18.691277655813487,182.75832666425245,228,0.04362180245769377,0.3922952516792722,2.65846320218507,[0.49713448],0.0030829388691481635,0.02772517895740868,COLD,COLD,NOT_MSQ,NOT_MSQ
64,2346.4268213969144,0.016558720802807975,2457.386778588669,0.007250860171190649,6.693756920278679e-16,1.139710334303141e-15,10.017519375215475,20.911455493432356,231,0.036438829958380846,0.07463725069193197,9.16502682951624,[7.69378431],0.030607785188482676,0.06269358645288112,COLD,M,NOT_MSQ,MSQ
65,3107.3565634799716,0.029215059405750997,2681.850570889332,0.0030546678735456296,4.4267742231806437e-16,1.7832031312457807e-15,19.23887025195538,23.433607995054913,237,0.07411754517293863,0.16565601443669278,2.8341637088176914,[0.34184708],0.005953479904125527,0.01330629273602096,M,M,MSQ,MSQ
66,2254.7892083669,0.001888230846661182,2070.1425103637275,0.0023765994141747653,1.936259439516752e-15,2.035401413100875e-14,3.375626889342016,154.35790922593,238,0.08987794453041215,0.6712977548745658,1.1418231938988403,[0.05351961],0.001171792874870928,0.008752112992667477,COLD,COLD,NOT_MSQ,NOT_MSQ
67,2008.8706563693427,0.0009185695678848578,1933.1134501817687,0.01339154149899948,3.752893150369961e-15,3.549840793067659e-14,1.851250576554654,1153.793267238237,240,0.10975834837628834,0.8902269532564455,7.511536668708001,[3.151867],0.06192915389970718,0.5022943840670627,COLD,COLD,NOT_MSQ,NOT_MSQ
68,1799.6545894375033,0.00016369233996978854,1634.53577325001,0.001907156309493055,1.5074374724735483e-15,1.9104698202439825e-14,0.21042055365868648,211.10216092847753,243,0.028395943639933457,0.2448919968930392,14.466503209646902,[56.05062223],0.05942694995379035,0.5125092734365114,COLD,COLD,NOT_MSQ,NOT_MSQ
69,1939.015098970875,0.00036235004178017524,1842.6242501301424,0.0012638172699386849,2.3664449846620604e-15,1.1198404460392218e-14,1.0836134077673558,115.01076940914696,244,0.0600736126914088,0.23182720362569162,0.7929117394972592,[0.08799936],0.00037768822561517606,0.0014575185553845908,COLD,COLD,NOT_MSQ,NOT_MSQ
70,2496.3783727938335,0.007311474439862611,2211.9403626174562,0.008787499135901005,1.995796302166309e-15,3.078825470950706e-14,11.035868670056479,672.9871721566444,245,0.13919548191732461,1.3235616782206154,2.058496242434339,[0.11480506],0.005898278788380263,0.05608469229194136,M,COLD,MSQ,NOT_MSQ
